Real,Real,Pred
2983.0,2983.0,3267.767789301766
2930.0,2930.0,3255.686473411104
6789.0,6789.0,5461.001019761321
3150.0,3150.0,3248.474129265067
3380.0,3380.0,3245.359420487695
3486.0,3486.0,3245.810745531641
3549.0,3549.0,3249.466856228896
3975.0,3975.0,3256.09308722511
3945.0,3945.0,3265.553513315669
4252.0,4252.0,3277.7935099703313
4344.0,4344.0,3292.829507351045
4650.0,4650.0,3310.7440888122724
4814.0,4814.0,3331.68544082506
7010.0,7010.0,5490.398721250333
5273.0,5273.0,3355.870754681482
5383.0,5383.0,3383.593653917107
6722.0,6722.0,3415.236172789665
6767.0,6767.0,3451.2863246409725
6855.0,6855.0,3492.3629694818114
7422.0,7422.0,3539.250649647179
9494.0,9494.0,3654.7397970200827
12000.0,12000.0,3809.804313099042
15176.0,15176.0,4025.626798120041
24030.0,24030.0,4342.78736882828
500000.0,500000.0,500000.0
7390.0,7390.0,5526.643032097856
43264.0,43264.0,4849.600438308564
31683.0,31683.0,5780.901856763927
44124.0,44124.0,8035.948769365122
67491.0,67491.0,21195.939300266968
106145.0,106145.0,-10597.534884826577
295751.0,295751.0,-2293.6187399030696
500000.0,500000.0,-414.92260061918796
500000.0,500000.0,414.5039636198776
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
7610.0,7610.0,5569.844047124608
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
241374.0,241374.0,239691.44840506872
127554.0,127554.0,123432.86105714062
57199.0,57199.0,53752.28137712412
32245.0,32245.0,30657.40077611795
26765.0,26765.0,26091.552619556787
23039.0,23039.0,23079.271124418206
20473.0,20473.0,20956.21556888017
18661.0,18661.0,19390.31079475809
7943.0,7943.0,5620.211106361168
16968.0,16968.0,18197.163185112906
15983.0,15983.0,17266.22787889212
14540.0,14540.0,16527.24926509173
14235.0,14235.0,15933.482118904114
13322.0,13322.0,15452.657766377613
12867.0,12867.0,15061.82288982833
12435.0,12435.0,14744.243879738171
12085.0,12085.0,14487.473208435593
11658.0,11658.0,14282.099514266829
11553.0,11553.0,14120.915696542575
8789.0,8789.0,5743.795988731446
11281.0,11281.0,13998.351228058973
11355.0,11355.0,13910.076447254438
11245.0,11245.0,13852.721774406524
11084.0,11084.0,13823.675595266159
11391.0,11391.0,13820.937227100623
11283.0,11283.0,13843.009315539559
11490.0,11490.0,13888.819104683495
11415.0,11415.0,13957.661374136822
11818.0,11818.0,14049.158096073457
11812.0,11812.0,14163.231430189822
9793.0,9793.0,5901.248910833576
12195.0,12195.0,14460.211572750548
12755.0,12755.0,14853.612942695941
12846.0,12846.0,15353.187351259648
14256.0,14256.0,15974.246513169393
15609.0,15609.0,16739.227142238527
17639.0,17639.0,17680.34341215241
19343.0,19343.0,18843.993329578127
24345.0,24345.0,20298.20794299481
81777.0,81777.0,22145.73171918941
109738.0,109738.0,24548.26164031694
11058.0,11058.0,6098.589446129705
500000.0,500000.0,27774.650519942115
500000.0,500000.0,32306.029506839706
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
363679.0,363679.0,269610.9405215705
137604.0,137604.0,136277.79230839544
19110.0,19110.0,16281.15105108537
11226.0,11226.0,9618.276362354409
5560.0,5560.0,5630.047650516504
3631.0,3631.0,4317.758708457567
12145.0,12145.0,6344.771911655772
3351.0,3351.0,4062.3476885871087
3143.0,3143.0,3896.361050800543
2984.0,2984.0,3781.7427027388594
3075.0,3075.0,3699.488081906895
2968.0,2968.0,3639.062645984445
3072.0,3072.0,3594.169648495054
3129.0,3129.0,3560.8268107241324
3109.0,3109.0,3536.4051067863384
3142.0,3142.0,3519.1116837370523
3368.0,3368.0,3507.694944186453
14117.0,14117.0,6653.019550269211
3478.0,3478.0,3501.268225695707
3590.0,3590.0,3499.2003198720513
3759.0,3759.0,3501.045461649462
4070.0,4070.0,3506.497621882237
4330.0,4330.0,3515.360370100028
4306.0,4306.0,3527.5271273557964
4539.0,4539.0,3542.968678395524
4904.0,4904.0,3561.7260483812356
5348.0,5348.0,3583.9076352847783
5456.0,5456.0,3609.6900257571715
16517.0,16517.0,7043.153416644514
5971.0,5971.0,3639.322328410078
6178.0,6178.0,3673.134211570599
6397.0,6397.0,3711.548192405977
7024.0,7024.0,3755.0971483367202
8060.0,8060.0,3860.4379346057112
14386.0,14386.0,3996.805111821087
12693.0,12693.0,4176.500781674595
22910.0,22910.0,4420.250657680825
26624.0,26624.0,4765.517038728582
35043.0,35043.0,5287.250996015937
18765.0,18765.0,7545.806857813295
40288.0,40288.0,6159.910848455003
52733.0,52733.0,7903.792084204462
130536.0,130536.0,13081.508931315973
437324.0,437324.0,500000.0
500000.0,500000.0,-8268.979591836725
500000.0,500000.0,-2782.507306759534
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
26677.0,26677.0,8210.505351390671
319050.0,319050.0,321179.8678632065
163323.0,163323.0,164940.39458347586
71882.0,71882.0,71294.87641464335
41515.0,41515.0,40253.357413636346
34014.0,34014.0,34114.91871536794
28919.0,28919.0,30064.18123879603
25767.0,25767.0,27208.336333301482
23106.0,23106.0,25101.102686331593
21404.0,21404.0,23494.66577227261
19343.0,19343.0,22240.454677533173
40864.0,40864.0,9122.423294403456
18392.0,18392.0,21244.041736725605
17704.0,17704.0,20442.593476897586
16449.0,16449.0,19792.730004371428
15814.0,15814.0,19263.588771387585
15368.0,15368.0,18832.664184752284
14739.0,14739.0,18483.208815371934
14492.0,14492.0,18202.55340644605
14190.0,14190.0,17980.98860349586
13910.0,13910.0,17811.001718138643
13618.0,13618.0,17686.744559461586
164764.0,164764.0,10440.989469501294
13451.0,13451.0,17603.655646144507
13334.0,13334.0,17558.188061682915
13422.0,13422.0,17547.61124131696
13086.0,13086.0,17569.865637205374
13376.0,13376.0,17623.456049537996
13477.0,13477.0,17707.373908916117
13393.0,13393.0,17821.04182405725
13609.0,13609.0,17964.27580174437
13423.0,13423.0,18340.546270055565
15138.0,15138.0,18842.0051726761
500000.0,500000.0,12502.727993655826
15209.0,15209.0,19480.51682080616
16027.0,16027.0,20274.939212662728
16254.0,16254.0,21252.986077986046
19671.0,19671.0,22454.394543816758
21997.0,21997.0,23936.16743477002
27386.0,27386.0,25781.36620104546
31722.0,31722.0,28114.38159003015
60070.0,60070.0,31128.830693305714
500000.0,500000.0,35142.028233938385
500000.0,500000.0,40710.965061004754
500000.0,500000.0,16160.776860285292
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
490026.0,490026.0,464677.12113231194
210042.0,210042.0,233908.13594446811
29359.0,29359.0,26220.28123812994
18292.0,18292.0,14686.840830612022
9372.0,9372.0,7779.308827646894
5569.0,5569.0,5499.250062494792
4830.0,4830.0,5052.409318157643
4268.0,4268.0,4760.053036560448
500000.0,500000.0,500000.0
4160.0,4160.0,4556.28965652962
3999.0,3999.0,4408.198509361934
3717.0,3717.0,4297.5152487463865
3738.0,3738.0,4213.306355629612
3733.0,3733.0,4148.639721937129
3769.0,3769.0,4098.920323902829
3883.0,3883.0,4060.9944614122705
3832.0,3832.0,4032.638351284113
3836.0,3836.0,4012.2517898149404
3897.0,3897.0,3998.6672589960017
500000.0,500000.0,500000.0
4243.0,4243.0,3991.0270473669098
4180.0,4180.0,3988.7020596938883
4497.0,4497.0,3991.237102720762
4600.0,4600.0,3998.313554028732
4687.0,4687.0,4009.7238276374983
4938.0,4938.0,4025.3541342409503
5228.0,5228.0,4045.1733183127626
5284.0,5284.0,4069.226377390808
5997.0,5997.0,4097.63182238668
6400.0,6400.0,4130.582435316162
500000.0,500000.0,500000.0
6425.0,6425.0,4168.349293873727
7218.0,7218.0,4211.28921020714
7653.0,7653.0,4314.616432137994
8645.0,8645.0,4445.686900958466
11191.0,11191.0,4612.323780571342
16034.0,16034.0,4826.59848673817
20085.0,20085.0,5107.748892104889
24185.0,24185.0,5488.039867109635
30196.0,30196.0,6025.649415312826
43626.0,43626.0,6836.784051353915
500000.0,500000.0,500000.0
65432.0,65432.0,8191.495634914941
271640.0,271640.0,10893.280632411084
500000.0,500000.0,18878.53658536598
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
500000.0,500000.0,500000.0
339845.0,339845.0,332741.8941347156
40270.0,40270.0,36276.83385145249
23823.0,23823.0,19812.47477654105
78222.0,78222.0,76822.7979606594
13234.0,13234.0,9949.379263176537
7781.0,7781.0,6689.392688903845
6587.0,6587.0,6048.669786420973
5945.0,5945.0,5628.30174543259
5462.0,5462.0,5334.218137759493
5097.0,5097.0,5119.411424000883
4909.0,4909.0,4957.793609798628
4645.0,4645.0,4833.739236949239
4647.0,4647.0,4737.3325443937665
4643.0,4643.0,4661.991419072193
59165.0,59165.0,56516.584747285226
43833.0,43833.0,40470.17566496471
4558.0,4558.0,4603.188384434401
4507.0,4507.0,4557.720171972858
4441.0,4441.0,4523.269942427256
4541.0,4541.0,4498.134204038116
4580.0,4580.0,4481.046704628257
4631.0,4631.0,4471.061692815799
4839.0,4839.0,4467.474800161758
5116.0,5116.0,4469.768522822348
5157.0,5157.0,4477.574275041448
5328.0,5328.0,4490.645946472133
23461.0,23461.0,18685.967719166154
5578.0,5578.0,4508.841707927011
5872.0,5872.0,4532.111957146663
6313.0,6313.0,4560.492048389288
6712.0,6712.0,4594.09896504819
6958.0,6958.0,4633.131469070198
7461.0,7461.0,4677.8735562604425
8058.0,8058.0,4786.093466919871
9200.0,9200.0,4923.094477407577
10360.0,10360.0,5095.474376319913
11535.0,11535.0,5313.143758411519
14198.0,14198.0,11473.17334894157
13628.0,13628.0,5591.204647861212
16193.0,16193.0,5953.433761630484
26142.0,26142.0,6439.155547557222
38955.0,38955.0,7118.028140781863
57567.0,57567.0,8125.824549389015
345472.0,345472.0,9766.69311119927
453449.0,453449.0,12890.520646319592
500000.0,500000.0,21110.37790639469
12157.0,12157.0,10050.26704757173
10151.0,10151.0,9113.408933664086
9531.0,9531.0,8454.876354133263
8670.0,8670.0,7970.848242475268
7963.0,7963.0,7603.685612126526
7663.0,7663.0,7318.844152287044
7099.0,7099.0,7094.380368659612
33457.0,33457.0,30125.210746745295
7025.0,7025.0,6915.705091587646
6929.0,6929.0,6772.758907904692
6648.0,6648.0,6658.398622324145
6572.0,6572.0,6567.42967597538
6669.0,6669.0,6496.0019990004985
6548.0,6548.0,6441.2197411666875
6593.0,6593.0,6400.881811098732
6610.0,6610.0,6373.305151420323
6450.0,6450.0,6357.201929703653
6681.0,6681.0,6351.592831961409
18421.0,18421.0,14311.838631191944
6758.0,6758.0,6355.745155941362
6955.0,6955.0,6369.128372354368
6977.0,6977.0,6391.3823137616555
7596.0,7596.0,6422.294757665679
7833.0,7833.0,6461.786236270456
7717.0,7717.0,6509.900635379038
8305.0,8305.0,6566.80066502891
9301.0,9301.0,6708.205604582752
10330.0,10330.0,6889.776357827476
11611.0,11611.0,7117.624842102588
10992.0,10992.0,9078.887159064521
11954.0,11954.0,7400.889619368136
14996.0,14996.0,7752.941853926877
18198.0,18198.0,8193.447293447296
20824.0,20824.0,8751.968623520208
22072.0,22072.0,9474.548088637188
28732.0,28732.0,10436.527022472423
59126.0,59126.0,11769.715043074884
500000.0,500000.0,13726.870229007644
500000.0,500000.0,16860.92332054327
1847.0,1847.0,2625.015626953369
10099.0,10099.0,8047.763009390649
2223.0,2223.0,2625.0312578144535
2293.0,2293.0,2625.0781738586616
2165.0,2165.0,2625.156445556946
1462.0,1462.0,2626.5822784810125
1230.0,1230.0,2628.2051282051284
1392.0,1392.0,2633.3333333333335
1709.0,1709.0,2642.8571428571427
1961.0,1961.0,2648.1481481481483
2052.0,2052.0,2653.846153846154
2231.0,2231.0,2660.0
