Real,Real,Pred
11372.976666666666,11372.976666666666,10869.20658624126
8103.339999999999,8103.339999999999,8190.204851794033
6218.363333333333,6218.363333333333,6328.306916175043
947.6866666666667,947.6866666666667,1041.720901291473
12071.05,12071.05,11492.16794535827
8620.853333333333,8620.853333333333,8774.593801324256
6644.513333333333,6644.513333333333,6785.5284678097205
914.13,914.13,998.8569000817439
1154.0500000000002,1154.0500000000002,1222.2708572558954
3336.1966666666667,3336.1966666666667,3181.4554559318103
1080.6599999999999,1080.6599999999999,1233.6470646303808
2468.1600000000003,2468.1600000000003,2380.019112354332
1993.85,1993.85,2011.7621999792218
752.8866666666667,752.8866666666667,753.4908904441024
1800.3899999999999,1800.3899999999999,1860.5494103397043
1777.23,1777.23,1386.0771884629717
6292.593333333333,6292.593333333333,5997.014587906378
1134.7166666666667,1134.7166666666667,1306.4592502499422
4434.843333333334,4434.843333333334,4339.537021710935
3431.0566666666664,3431.0566666666664,3402.7007589784353
1067.7633333333333,1067.7633333333333,442.7582585361638
8713.44,8713.44,8248.12433915875
6130.286666666667,6130.286666666667,5947.691262515553
1142.83,1142.83,1143.0863640620296
4700.639999999999,4700.639999999999,4591.619382135337
1057.18,1057.18,2198.1050447999155
584.0333333333334,584.0333333333334,619.6434309582282
6346.013333333332,6346.013333333332,6009.163907890554
4369.053333333333,4369.053333333333,4264.865824067893
3322.8399999999997,3322.8399999999997,3269.154063253544
615.1199999999999,615.1199999999999,629.902079652472
828.77,828.77,980.728127998359
990.8299999999999,990.8299999999999,929.0563942343617
811.1266666666667,811.1266666666667,768.1610074639902
734.6066666666666,734.6066666666666,726.3715128605414
735.7099999999999,735.7099999999999,745.794536573285
499.87,499.87,695.4694535060327
6948.653333333334,6948.653333333334,6692.625215344777
4787.660000000001,4787.660000000001,4862.975858078962
3632.22,3632.22,3733.278279969312
7354.616666666667,7354.616666666667,7065.850421550435
5083.113333333334,5083.113333333334,5211.603594167902
3877.4666666666667,3877.4666666666667,4007.1812844774186
661.0566666666666,661.0566666666666,692.4623387594588
2037.1933333333332,2037.1933333333332,1965.7738178360808
613.6833333333334,613.6833333333334,686.6949458956252
1461.6933333333332,1461.6933333333332,1427.19181295039
1157.63,1157.63,1194.0566464021597
460.7366666666667,460.7366666666667,461.4270206926845
1061.79,1061.79,1041.1519427780352
1062.9366666666667,1062.9366666666667,774.2837516005876
3850.083333333333,3850.083333333333,3690.0621833327486
632.6833333333334,632.6833333333334,732.9576268959904
2627.5133333333333,2627.5133333333333,2582.540682750942
2007.6433333333332,2007.6433333333332,2004.437232991766
587.2266666666666,587.2266666666666,249.69313641017163
5308.710000000001,5308.710000000001,5069.969854472711
3625.1233333333334,3625.1233333333334,3519.2826308698213
635.3666666666667,635.3666666666667,649.171036655526
2735.076666666667,2735.076666666667,2700.6770054679328
599.0799999999999,599.0799999999999,1222.3292672328985
1564770.6033333333,1564770.6033333333,4812319.538017324
55011.28333333333,55011.28333333333,64628.9844426518
54973.73333333333,54973.73333333333,64603.43151736672
55153.57666666667,55153.57666666667,62322.707191949536
55118.82,55118.82,62314.82773395303
98877.68,98877.68,119030.34667376164
98932.94,98932.94,118893.28932243846
165390.18,165390.18,540540.5405405406
161688.01333333334,161688.01333333334,529100.5291005292
7994.613333333334,7994.613333333334,7683.086902875369
8005.1466666666665,8005.1466666666665,7684.84083134212
8854.996666666666,8854.996666666666,6635.403178689456
8832.153333333334,8832.153333333334,6633.65553962168
13026.813333333334,13026.813333333334,10469.985303734518
13088.403333333334,13088.403333333334,10471.152247958182
60453.19,60453.19,76411.14036423249
60416.84333333333,60416.84333333333,76403.35565534481
60476.47,60476.47,74904.78445513983
108875.94333333333,108875.94333333333,142032.4786218704
127650.65333333334,127650.65333333334,143603.36396931612
64279.916666666664,64279.916666666664,82861.410079985
64236.27333333333,64236.27333333333,82875.80866063683
64617.736666666664,64617.736666666664,83040.33603714827
64387.78,64387.78,82890.11994687184
115978.59666666666,115978.59666666666,158735.43142615352
116440.21333333333,116440.21333333333,158938.39560311585
29571.216666666667,29571.216666666667,25717.888350260953
29484.876666666667,29484.876666666667,25714.197115399344
17535.376666666667,17535.376666666667,17892.306420531302
17534.56333333333,17534.56333333333,17868.67516576391
410047.78,410047.78,1315789.4736842106
413790.61,413790.61,1307531.3807531379
18149.31,18149.31,14831.15428339128
18086.47333333333,18086.47333333333,14826.224246619231
3360.46,3360.46,3185.5797486332203
3382.5466666666666,3382.5466666666666,3196.826410597385
32755.466666666667,32755.466666666667,105263.15789473684
32245.136666666665,32245.136666666665,102564.10256410256
33066.82,33066.82,35553.7479931338
33218.63333333333,33218.63333333333,35610.221401293595
58736.6,58736.6,58228.453357607425
58792.60333333333,58792.60333333333,58344.867735627435
33631.39333333333,33631.39333333333,31443.118623158087
33595.46666666667,33595.46666666667,31430.860020848057
809519.35,809519.35,2545824.847250509
811798.38,811798.38,2540650.406504065
46050.386666666665,46050.386666666665,49976.266138782004
46036.73333333333,46036.73333333333,49962.9460909785
46340.666666666664,46340.666666666664,48401.610549800665
46365.03333333333,46365.03333333333,48381.03617590774
81361.58333333333,81361.58333333333,90623.46344893106
81320.31,81320.31,90648.13721030219
1197310.1066666667,1197310.1066666667,3710422.16358839
1194314.7866666666,1194314.7866666666,3712871.287128713
5858.55,5858.55,12327.96429095821
46645.87333333334,46645.87333333334,44370.889881545125
44751.926666666666,44751.926666666666,43934.15617790801
43452.66999999999,43452.66999999999,45308.36068128844
41968.15666666666,41968.15666666666,44730.8176823523
39199.61000000001,39199.61000000001,39550.58034909519
10193.266666666668,10193.266666666668,9860.118238000261
10193.58,10193.58,9676.129983476854
8330.02,8330.02,9764.684414218791
8578.073333333334,8578.073333333334,9796.685778195922
6586.076666666666,6586.076666666666,6167.584020430367
6528.92,6528.92,6129.383095300527
6769.1,6769.1,5963.077145442252
6746.906666666667,6746.906666666667,5934.475494920422
6992.216666666667,6992.216666666667,6479.5609328872015
7337.323333333333,7337.323333333333,7182.509400074769
7337.936666666667,7337.936666666667,7154.3551797350165
5244.42,5244.42,6492.509567812879
50832.72666666666,50832.72666666666,48774.08488798951
49172.66333333333,49172.66333333333,48281.30372921437
47355.39000000001,47355.39000000001,47926.364185518905
43264.34,43264.34,44217.74178941093
9199.300000000001,9199.300000000001,9810.509486890745
53217.35333333333,53217.35333333333,51095.24427418659
52058.78,52058.78,50982.41880042953
49533.736666666664,49533.736666666664,50557.70897194336
48713.796666666676,48713.796666666676,50451.499931362145
45855.07,45855.07,46892.222532713
9032.11,9032.11,9517.075522908335
8921.476666666666,8921.476666666666,9295.430654049622
9503.369999999999,9503.369999999999,9188.644499749647
9610.686666666665,9610.686666666665,9134.947058369917
14543.606666666667,14543.606666666667,13352.762365080023
14267.80666666667,14267.80666666667,13211.867752945811
6990.1066666666675,6990.1066666666675,8372.554832101141
6974.323333333333,6974.323333333333,8281.47305920607
14011.166666666668,14011.166666666668,13040.892729278552
13769.416666666666,13769.416666666666,12905.070329620119
13190.94,13190.94,12887.451384381522
2746.116666666667,2746.116666666667,2833.503564851321
2703.6000000000004,2703.6000000000004,2804.703471364378
7327.913333333333,7327.913333333333,10681.590014924359
7110.776666666667,7110.776666666667,10473.410445463505
7168.1900000000005,7168.1900000000005,7170.358769377696
27449.553333333333,27449.553333333333,26443.85658848135
27075.98,27075.98,26303.96205589593
10396.706666666667,10396.706666666667,11077.299528230284
10226.256666666666,10226.256666666666,10969.075227198899
25812.253333333334,25812.253333333334,25140.588985427126
25544.88,25544.88,25039.025997404075
23996.18333333333,23996.18333333333,23584.094401074704
6585.633333333333,6585.633333333333,3268.253212288616
6739.433333333333,6739.433333333333,3225.8869896753586
38107.066666666666,38107.066666666666,36472.69829904056
37408.03666666667,37408.03666666667,36116.979380612174
35752.28666666667,35752.28666666667,36117.32056911772
35210.59,35210.59,35726.568650318164
10497.933333333332,10497.933333333332,10167.255091810728
10635.01,10635.01,10030.065498878454
33098.88333333333,33098.88333333333,32190.751199121503
6469.2,6469.2,11822.293024752573
6589.780000000001,6589.780000000001,11527.406514573475
1257.7133333333334,1257.7133333333334,2522.9341573081224
1178.5466666666666,1178.5466666666666,2461.767072893246
32413.233333333334,32413.233333333334,32055.615769974036
30786.786666666667,30786.786666666667,31599.30464606212
25580.206666666665,25580.206666666665,26974.375897763344
24569.143333333333,24569.143333333333,26619.135071714696
20475.316666666666,20475.316666666666,21678.42838449842
2220.376666666667,2220.376666666667,1521.1581475679482
2205.2633333333333,2205.2633333333333,1482.678621180218
1892.703333333333,1892.703333333333,2000.9242441632582
1929.3333333333335,1929.3333333333335,1987.5369512383886
4507.790000000001,4507.790000000001,4448.8972826298395
4458.083333333334,4458.083333333334,4424.463030976849
3874.6833333333334,3874.6833333333334,4063.294384574031
3867.273333333333,3867.273333333333,4043.1889405368684
3343.91,3343.91,3590.5799020642057
3386.6766666666667,3386.6766666666667,3589.6514332492816
2817.27,2817.27,2910.43503011978
2808.2433333333333,2808.2433333333333,2891.4441856856984
1167.4666666666667,1167.4666666666667,1383.9965325112612
1032.1,1032.1,1323.8710038693239
35433.13333333333,35433.13333333333,34984.632970228005
33812.96,33812.96,34381.70919171297
27046.69666666667,27046.69666666667,29430.475254443412
22726.516666666666,22726.516666666666,24662.154616849373
2104.8166666666666,2104.8166666666666,2204.6936754767203
1151.0933333333332,1151.0933333333332,2057.847163872811
36990.566666666666,36990.566666666666,36404.395841970334
35711.630000000005,35711.630000000005,36038.98686531221
29389.753333333334,29389.753333333334,31657.10111678164
28620.47666666667,28620.47666666667,31348.620720429397
24250.433333333334,24250.433333333334,26406.49116640437
1003.4333333333334,1003.4333333333334,1944.3460664048193
2682.2166666666662,2682.2166666666662,2779.883202343549
2708.0033333333336,2708.0033333333336,2753.93151060042
9950.7,9950.7,10073.668785301077
9788.673333333332,9788.673333333332,9940.60828567134
1483.17,1483.17,1691.8778190626947
1486.8833333333332,1486.8833333333332,1672.4614253464224
7988.123333333333,7988.123333333333,9004.383764427366
7963.583333333334,7963.583333333334,8922.72744792236
6579.59,6579.59,7440.844407436509
6711.003333333334,6711.003333333334,7444.318067798839
1813.3433333333332,1813.3433333333332,1996.0880797773461
1748.5,1748.5,1947.8165920253032
2209.23,2209.23,2352.9830068056176
2129.2766666666666,2129.2766666666666,2329.7628182883846
2144.1800000000003,2144.1800000000003,1497.1444491056977
55319.85666666667,55319.85666666667,62431.751694028535
2128.06,2128.06,1493.0069917729472
18994.146666666667,18994.146666666667,18932.679849197135
18714.04666666667,18714.04666666667,18815.975625180068
2384.4766666666665,2384.4766666666665,1226.6209382717589
2444.2833333333338,2444.2833333333338,1212.7382184286853
15081.14,15081.14,16422.713552425917
14979.41,14979.41,16337.332306389952
12232.25,12232.25,13324.418914784042
1336.52,1336.52,655.0389945319067
1374.9933333333333,1374.9933333333333,646.5333524269654
26568.076666666668,26568.076666666668,27064.059830722646
25857.15666666667,25857.15666666667,26710.31223802807
20906.92,20906.92,22281.48969704086
20745.453333333335,20745.453333333335,22033.798052408056
2350.0666666666666,2350.0666666666666,1408.0384203917652
2362.4166666666665,2362.4166666666665,1378.5071683565207
17027.303333333333,17027.303333333333,17857.140533014484
1295.1033333333332,1295.1033333333332,2377.259393321207
1307.01,1307.01,2320.6483979396903
647.28,647.28,1399.7617736807995
691.5733333333333,691.5733333333333,1373.7363272128655
25085.629999999997,25085.629999999997,25614.305602298668
23422.329999999998,23422.329999999998,24995.170794368278
18277.383333333335,18277.383333333335,18932.396725430965
17296.03,17296.03,18549.168120317954
13910.563333333334,13910.563333333334,14827.472646318454
1255.31,1255.31,869.4761163730332
1263.3833333333334,1263.3833333333334,847.2714356902108
1073.8899999999999,1073.8899999999999,1106.6104034443429
1090.93,1090.93,1104.936826522328
3418.496666666667,3418.496666666667,3487.1584370248816
3409.7433333333333,3409.7433333333333,3477.077079541176
2668.763333333334,2668.763333333334,2986.1154217782982
2702.1099999999997,2702.1099999999997,2981.29018380184
2238.5166666666664,2238.5166666666664,2400.790574169489
1759.66,1759.66,1799.0210784538167
1779.2866666666666,1779.2866666666666,1794.4098208728997
27437.879999999997,27437.879999999997,27894.475176868516
25393.373333333333,25393.373333333333,27125.509850765986
20205.030000000002,20205.030000000002,21260.674165592216
18995.600000000002,18995.600000000002,20751.41375181814
947.3866666666667,947.3866666666667,965.0136618073125
1121.9933333333333,1121.9933333333333,940.2904888406049
570.8733333333333,570.8733333333333,700.9718852376657
561.51,561.51,673.4919469198079
28743.52,28743.52,29008.673028255234
17311.17,17311.17,28092.134769062046
21096.67,21096.67,22653.669575998534
16470.676666666666,16470.676666666666,18207.947405792693
1079.8133333333333,1079.8133333333333,1074.6466460574318
1554.7333333333333,1554.7333333333333,1633.9052859329552
1596.8066666666666,1596.8066666666666,1620.0081160504385
7617.203333333334,7617.203333333334,8050.443366581609
7485.179999999999,7485.179999999999,7948.490338807008
839.92,839.92,938.7885059277824
830.4133333333333,830.4133333333333,930.3404181583658
5634.55,5634.55,6474.259694433478
5605.096666666667,5605.096666666667,6419.142983362133
4385.38,4385.38,5095.250843045495
1386.9366666666667,1386.9366666666667,1577.0374170686946
1324.3433333333335,1324.3433333333335,1528.7658075999175
1300.6433333333332,1300.6433333333332,1321.8394031364583
1300.2933333333335,1300.2933333333335,1318.027730703467
1268.72,1268.72,837.6915244176081
14633.943333333333,14633.943333333333,14996.658927597571
14328.943333333335,14328.943333333335,14862.889275280671
1364.9366666666665,1364.9366666666665,692.0576334600206
1388.8966666666668,1388.8966666666668,683.2517670656094
10689.253333333334,10689.253333333334,11609.8169049685
10606.853333333334,10606.853333333334,11510.77174966909
8204.71,8204.71,9098.67138331568
742.3199999999999,742.3199999999999,357.21558794999197
767.9266666666666,767.9266666666666,352.8558904923781
20447.213333333333,20447.213333333333,21659.299090932804
19752.683333333334,19752.683333333334,21253.306144747305
14966.613333333333,14966.613333333333,15660.875631818759
14675.213333333333,14675.213333333333,15403.41518331385
1325.0033333333333,1325.0033333333333,806.9653534582493
1338.4333333333332,1338.4333333333332,790.8636760876153
11461.603333333334,11461.603333333334,12213.399332785028
732.1666666666666,732.1666666666666,1327.148141887666
729.3866666666668,729.3866666666668,1294.0534851036293
1576189.8133333332,1576189.8133333332,4830917.874396135
1574967.52,1574967.52,4830917.874396135
54879.12666666666,54879.12666666666,64607.322534049825
54926.69666666666,54926.69666666666,64612.019909611656
55234.97666666667,55234.97666666667,62426.04431905889
55271.933333333334,55271.933333333334,62420.5605095827
98845.20333333334,98845.20333333334,118807.43007996771
164444.46333333335,164444.46333333335,534759.3582887701
164573.08666666667,164573.08666666667,543478.2608695653
7992.62,7992.62,7684.974638148748
7978.306666666666,7978.306666666666,7681.338171919625
8826.86,8826.86,6633.65553962168
8791.883333333333,8791.883333333333,6631.530645199511
13015.646666666667,13015.646666666667,10452.948887326937
13043.563333333334,13043.563333333334,10457.454313136685
1920207.0866666667,1920207.0866666667,5867442.733758919
1900779.68,1900779.68,5823704.808050689
60557.003333333334,60557.003333333334,76420.0158149868
60572.41,60572.41,76536.92298623791
60570.85666666667,60570.85666666667,74945.34339585199
60671.82,60671.82,75043.89928716334
109197.21333333333,109197.21333333333,142489.91904806055
108954.91333333333,108954.91333333333,142145.32111074383
2109911.473333333,2109911.473333333,6430446.194225722
2065352.4266666668,2065352.4266666668,6314432.989690721
64315.81,64315.81,83008.70513210967
64234.87666666666,64234.87666666666,83016.32863277657
64337.93666666667,64337.93666666667,82983.37377253207
64371.67,64371.67,83001.02624133747
116031.41666666667,116031.41666666667,158665.05021002286
29530.916666666668,29530.916666666668,25686.967467911036
29493.22333333333,29493.22333333333,25721.98118948683
17508.023333333334,17508.023333333334,17868.421351151555
17533.793333333335,17533.793333333335,17865.422566460154
413559.30666666664,413559.30666666664,1321353.0655391118
412324.24,412324.24,1318565.4008438818
18116.883333333335,18116.883333333335,14828.946087018892
18130.736666666668,18130.736666666668,14825.988215085887
3382.66,3382.66,3196.0331551522736
3332.68,3332.68,3182.6419072583635
33282.863333333335,33282.863333333335,105263.15789473684
31953.493333333332,31953.493333333332,102564.10256410256
33136.26666666667,33136.26666666667,35562.59643883077
33095.526666666665,33095.526666666665,35561.8980156549
58850.29,58850.29,58340.47340114357
58806.10333333333,58806.10333333333,58336.88170319903
33590.54,33590.54,31431.710749507958
33548.85666666667,33548.85666666667,31435.157276046983
808649.9266666666,808649.9266666666,2548419.97961264
812146.23,812146.23,2551020.4081632653
46035.293333333335,46035.293333333335,49992.85735604704
46092.44666666666,46092.44666666666,49983.06297790895
46468.43666666667,46468.43666666667,48467.239929494324
46368.12333333334,46368.12333333334,48389.80199206924
81355.28666666667,81355.28666666667,90734.5193827899
81457.12333333334,81457.12333333334,90743.59350381306
1196318.19,1196318.19,3715323.645970938
1190038.1833333333,1190038.1833333333,3700657.8947368423
5099.2,5099.2,6111.46592695107
38860.52666666667,38860.52666666667,36496.72929325032
34763.583333333336,34763.583333333336,33484.56576569525
6881.709999999999,6881.709999999999,6300.674254916868
7902.296666666666,7902.296666666666,9183.256617367722
5752.6,5752.6,5336.500022460952
5811.366666666667,5811.366666666667,5229.468084027819
5745.556666666666,5745.556666666666,5646.407660931656
42625.386666666665,42625.386666666665,39965.557597287516
38195.89666666666,38195.89666666666,37506.24002460224
6005.906666666667,6005.906666666667,5722.89779678016
4562.349999999999,4562.349999999999,5373.648205024332
45064.793333333335,45064.793333333335,42033.355516991134
40535.806666666664,40535.806666666664,39820.7858998625
5750.02,5750.02,5442.602386446268
6834.336666666667,6834.336666666667,6872.891081391084
12501.106666666667,12501.106666666667,11465.075134828117
6412.113333333334,6412.113333333334,7419.984643216937
11530.58,11530.58,10805.988500801202
2354.95,2354.95,2491.089974584408
6783.4400000000005,6783.4400000000005,9911.491450414462
23631.436666666665,23631.436666666665,22714.927125455528
7142.616666666667,7142.616666666667,7659.716263668275
21347.503333333334,21347.503333333334,19678.80249294306
5968.42,5968.42,2833.3180825638315
32738.523333333334,32738.523333333334,30429.535554432645
29365.22333333333,29365.22333333333,28609.6159087701
7056.37,7056.37,6132.820426272028
5870.683333333333,5870.683333333333,10789.669691344854
1130.51,1130.51,1228.446465377328
15006.446666666667,15006.446666666667,19457.933250315393
14813.576666666668,14813.576666666668,14752.353524060229
1475.3600000000001,1475.3600000000001,1420.3625610850772
1781.1966666666667,1781.1966666666667,1857.2776950416098
3045.2566666666667,3045.2566666666667,2913.4667723365146
2551.0233333333335,2551.0233333333335,2511.059895183008
1950.0566666666666,1950.0566666666666,1938.974292371025
967.99,967.99,1379.2639549143455
14820.14,14820.14,21232.52435905554
16384.033333333333,16384.033333333333,16635.584173590316
1254.4033333333332,1254.4033333333332,1276.661309100929
14904.096666666666,14904.096666666666,22205.364708882575
11913.490000000002,11913.490000000002,17506.85036934522
1750.65,1750.65,1837.7914429332923
6517.18,6517.18,6359.963023710772
1337.42,1337.42,1499.9788557681186
5026.1866666666665,5026.1866666666665,5158.241832409316
1219.6999999999998,1219.6999999999998,1349.7682261301275
1982.8400000000001,1982.8400000000001,2158.499409032431
12319.926666666666,12319.926666666666,12148.464226656428
1572.7666666666667,1572.7666666666667,954.2549415557917
9291.166666666668,9291.166666666668,9084.39545227629
1230.8400000000001,1230.8400000000001,559.4484386331651
16950.35,16950.35,16639.479581301406
12612.44,12612.44,12286.779955546517
1538.96,1538.96,1009.2829313765744
1185.2733333333335,1185.2733333333335,2185.216662544908
622.75,622.75,670.8453210704567
9944.493333333332,9944.493333333332,13191.689188030878
8242.836666666666,8242.836666666666,9325.924597014164
818.2266666666667,818.2266666666667,673.9803337632837
998.4599999999999,998.4599999999999,1035.7035716683692
2078.5533333333333,2078.5533333333333,1998.3927174371174
1639.78,1639.78,1621.2172452195007
1164.9866666666667,1164.9866666666667,1157.2061147213328
7278.926666666667,7278.926666666667,14273.334169000975
7805.606666666666,7805.606666666666,10477.646259309226
707.5433333333333,707.5433333333333,806.9782371134808
509.4800000000001,509.4800000000001,603.9017730580995
8347.876666666667,8347.876666666667,14944.09748370336
6652.22,6652.22,11082.577415927739
991.8,991.8,1058.5930147743748
4421.8,4421.8,4355.220105051934
736.6666666666667,736.6666666666667,833.6224998895672
3221.6766666666667,3221.6766666666667,3335.717667155304
819.6,819.6,911.8463786006956
1187.39,1187.39,1223.0078366339874
8331.406666666666,8331.406666666666,8253.148191835937
891.8433333333334,891.8433333333334,536.7729911921007
5889.34,5889.34,5835.927055676041
674.48,674.48,310.4303598212035
11379.09,11379.09,11353.257504718067
6989.113333333333,6989.113333333333,7771.514884377478
854.41,854.41,572.8482248936768
651.3966666666668,651.3966666666668,1211.8565588211993
5867.086666666666,5867.086666666666,12159.934639277675
39417.206666666665,39417.206666666665,36641.69180472564
35075.306666666664,35075.306666666664,33666.42489194515
31445.01,31445.01,30038.810341184955
7016.676666666667,7016.676666666667,6697.263071752326
7850.99,7850.99,9222.659514920346
5795.493333333334,5795.493333333334,5362.180412286307
5820.806666666666,5820.806666666666,5238.496016372268
5726.4366666666665,5726.4366666666665,5275.97400613518
5767.91,5767.91,5673.330931061395
43198.96000000001,43198.96000000001,40141.057154259914
38582.22,38582.22,37703.9681989604
34746.956666666665,34746.956666666665,33702.264852929125
45659.31333333334,45659.31333333334,42231.81741214653
41044.93666666667,41044.93666666667,40068.135645841045
36917.72666666667,36917.72666666667,35804.40220112445
6005.003333333333,6005.003333333333,5983.948010763954
6650.843333333333,6650.843333333333,6926.886802758221
12533.976666666666,12533.976666666666,11501.732082708637
6236.52,6236.52,7559.912377358043
11471.203333333335,11471.203333333335,10819.576639828616
10512.033333333333,10512.033333333333,9951.961788793356
2441.356666666667,2441.356666666667,2544.483531005826
6932.373333333334,6932.373333333334,9978.42951124984
6809.29,6809.29,9830.11598073256
23744.223333333335,23744.223333333335,22765.372525422186
7085.026666666667,7085.026666666667,4646.9280657217505
21191.946666666667,21191.946666666667,19679.209793411377
19122.753333333334,19122.753333333334,18231.919427448443
6018.8099999999995,6018.8099999999995,2990.7445202483636
32941.87666666667,32941.87666666667,30498.327454104405
29342.04,29342.04,28719.890977639552
7052.373333333333,7052.373333333333,6395.005933188895
26342.206666666665,26342.206666666665,25500.754031567278
5798.6,5798.6,11445.483647724486
1121.5966666666664,1121.5966666666664,2476.5839186520216
20893.33666666667,20893.33666666667,20220.68521547035
15638.576666666668,15638.576666666668,15311.753052948887
12401.83,12401.83,12566.690179057721
1505.4033333333332,1505.4033333333332,1547.2573768776601
1732.4466666666667,1732.4466666666667,1871.3668168075724
3045.423333333333,3045.423333333333,2929.046120935139
2544.3166666666666,2544.3166666666666,2528.954369519708
2186.8033333333333,2186.8033333333333,2214.446077263249
1929.9666666666667,1929.9666666666667,1947.2051993546297
1006.03,1006.03,1526.9798508783722
22899.676666666666,22899.676666666666,22209.413005026836
17298.27333333333,17298.27333333333,17430.649733175494
13778.68,13778.68,14353.595142010523
18376.739999999998,18376.739999999998,18616.06597750986
14687.099999999999,14687.099999999999,15358.85200347262
1278.7033333333334,1278.7033333333334,1372.7108143303826
1717.3233333333333,1717.3233333333333,1869.864343415603
6524.013333333333,6524.013333333333,6402.34471643295
1317.0933333333332,1317.0933333333332,1534.3563735719567
4997.306666666667,4997.306666666667,5204.736212726893
4057.0966666666664,4057.0966666666664,4318.447192652168
1232.36,1232.36,1363.4753844347993
2065.3366666666666,2065.3366666666666,2176.989912143729
2038.18,2038.18,2101.3713122060453
12520.993333333334,12520.993333333334,12317.45499533484
1578.6366666666668,1578.6366666666668,1004.2743073757827
9327.846666666668,9327.846666666668,9263.483590247411
7409.65,7409.65,7624.253069048522
1223.7466666666667,1223.7466666666667,586.5581383445842
17432.623333333333,17432.623333333333,17004.85396782002
13028.886666666665,13028.886666666665,12664.283577214668
1561.8866666666668,1561.8866666666668,1579.4177394628941
10269.566666666666,10269.566666666666,10367.99176832027
1115.0433333333335,1115.0433333333335,2310.2754195175567
639.9266666666667,639.9266666666667,1362.3372228576663
14189.84,14189.84,13927.746300253819
10069.003333333334,10069.003333333334,9882.23171470759
7734.03,7734.03,7943.227968058643
845.4233333333333,845.4233333333333,741.6317241724762
983.6966666666667,983.6966666666667,1043.01058349187
2065.5933333333332,2065.5933333333332,2007.8362957432907
1615.5466666666669,1615.5466666666669,1631.63842858479
1404.23,1404.23,1392.5099748728405
1153.3766666666666,1153.3766666666666,1166.10070028905
15610.9,15610.9,15354.651412837975
11076.253333333334,11076.253333333334,11269.548536852297
16486.333333333332,16486.333333333332,16145.779243585876
11776.503333333334,11776.503333333334,12067.970600136534
9102.573333333334,9102.573333333334,9740.077116881117
974.7299999999999,974.7299999999999,1081.7023829894374
4441.32,4441.32,4396.76108600927
730.96,730.96,851.031159129678
3223.296666666667,3223.296666666667,3383.311515056579
2527.963333333333,2527.963333333333,2730.7937510575744
825.3033333333333,825.3033333333333,913.8613824798787
1216.0133333333333,1216.0133333333333,1229.6157650584796
1194.6,1194.6,1177.8635046563818
8551.960000000001,8551.960000000001,8432.304206068784
884.8199999999999,884.8199999999999,564.7477234853894
5969.17,5969.17,5994.731312041923
4572.673333333333,4572.673333333333,4810.600582306022
680.4833333333332,680.4833333333332,327.0772091705505
11883.453333333335,11883.453333333335,11734.353013743703
8337.516666666666,8337.516666666666,8127.905337532522
873.02,873.02,617.2960728608045
6377.696666666667,6377.696666666667,6523.291753320096
671.1866666666666,671.1866666666666,1285.6037518238165
55039.70333333333,55039.70333333333,64623.65416405733
54968.16,54968.16,64623.13387873994
55310.79666666667,55310.79666666667,62448.779169215326
165972.39,165972.39,546448.0874316939
163592.89333333334,163592.89333333334,537634.4086021505
7954.8533333333335,7954.8533333333335,7670.853330554948
7962.793333333333,7962.793333333333,7684.979677943328
