Real,Real,AM,ML
363679.0,363679.0,269610.9405215705, 386232.5964759992
137604.0,137604.0,136277.79230839544, 207499.81802006892
19110.0,19110.0,16281.15105108537, -33820.4518217027
11226.0,11226.0,9618.276362354409, -33342.9583268248
5560.0,5560.0,5630.047650516504, 311.5729261644963
3631.0,3631.0,4317.758708457567, -1494.6271359764862
12145.0,12145.0,6344.771911655772, 20717.30048270975
3351.0,3351.0,4062.3476885871087, 5765.826731282218
3143.0,3143.0,3896.361050800543, 5674.399443289464
2984.0,2984.0,3781.7427027388594, 5582.972155296698
3075.0,3075.0,3699.488081906895, 5491.544867303931
2968.0,2968.0,3639.062645984445, 5400.117579311164
3072.0,3072.0,3594.169648495054, 5308.690291318398
3129.0,3129.0,3560.8268107241324, 5492.43303875325
3109.0,3109.0,3536.4051067863384, 5401.005750760498
3142.0,3142.0,3519.1116837370523, 5309.578462767731
3368.0,3368.0,3507.694944186453, 5218.151174774965
14117.0,14117.0,6653.019550269211, 24315.789008618707
3478.0,3478.0,3501.268225695707, 5126.723886782198
3590.0,3590.0,3499.2003198720513, 5035.296598789431
3759.0,3759.0,3501.045461649462, 4943.869310796665
4070.0,4070.0,3506.497621882237, 4852.442022803898
4330.0,4330.0,3515.360370100028, 4761.014734811146
4306.0,4306.0,3527.5271273557964, 4669.587446818379
4539.0,4539.0,3542.968678395524, 4578.160158825613
4904.0,4904.0,3561.7260483812356, 4486.732870832844
5348.0,5348.0,3583.9076352847783, 4395.3055828400775
5456.0,5456.0,3609.6900257571715, 4303.878294847311
16517.0,16517.0,7043.153416644514, 27914.277534527664
5971.0,5971.0,3639.322328410078, 4212.451006854544
6178.0,6178.0,3673.134211570599, 4121.023718861792
6397.0,6397.0,3711.548192405977, 4029.596430869025
7024.0,7024.0,3755.0971483367202, 3938.1691428762583
8060.0,8060.0,3860.4379346057112, 3755.314566890725
14386.0,14386.0,3996.805111821087, 3297.2899554775727
12693.0,12693.0,4176.500781674595, 3114.435379492054
22910.0,22910.0,4420.250657680825, 19201.94750647451
26624.0,26624.0,4765.517038728582, 22800.436032383474
35043.0,35043.0,5287.250996015937, 26398.924558292423
18765.0,18765.0,7545.806857813295, 31512.76606043662
40288.0,40288.0,6159.910848455003, 29997.413084201387
52733.0,52733.0,7903.792084204462, 130835.64939307791
130536.0,130536.0,13081.508931315973, 163161.27239106462
437324.0,437324.0,500000.0, 195486.89538905138
500000.0,500000.0,500000.0, 461522.86328373716
500000.0,500000.0,500000.0, 493235.8116872089
500000.0,500000.0,500000.0, 545423.4332266516
500000.0,500000.0,500000.0, 543917.9748404446
500000.0,500000.0,500000.0, 539401.5996818233
500000.0,500000.0,500000.0, 531874.3077507879
500000.0,500000.0,500000.0, 440977.2551509674
26677.0,26677.0,8210.505351390671, 39114.82210662223
319050.0,319050.0,321179.8678632065, 254692.15122541485
163323.0,163323.0,164940.39458347586, 191060.43242034086
71882.0,71882.0,71294.87641464335, 64858.31744164895
41515.0,41515.0,40253.357413636346, 10694.048618321996
34014.0,34014.0,34114.91871536794, 10389.362035980454
28919.0,28919.0,30064.18123879603, 10084.675453638913
25767.0,25767.0,27208.336333301482, 17559.40837725429
23106.0,23106.0,25101.102686331593, 17489.42702030855
21404.0,21404.0,23494.66577227261, 17419.445663362818
19343.0,19343.0,22240.454677533173, 17349.46430641707
40864.0,40864.0,9122.423294403456, 44585.44647638616
18392.0,18392.0,21244.041736725605, 17554.65298489895
17704.0,17704.0,20442.593476897586, 17484.671627953205
16449.0,16449.0,19792.730004371428, 17414.69027100746
15814.0,15814.0,19263.588771387585, 17344.708914061717
15368.0,15368.0,18832.664184752284, 17274.72755711597
14739.0,14739.0,18483.208815371934, 17204.74620017024
14492.0,14492.0,18202.55340644605, 17134.764843224497
14190.0,14190.0,17980.98860349586, 17064.783486278753
13910.0,13910.0,17811.001718138643, 16994.80212933301
13618.0,13618.0,17686.744559461586, 16924.820772387262
164764.0,164764.0,10440.989469501294, 168105.94093665067
13451.0,13451.0,17603.655646144507, 16854.83941544152
13334.0,13334.0,17558.188061682915, 16784.85805849579
13422.0,13422.0,17547.61124131696, 16714.876701550045
13086.0,13086.0,17569.865637205374, 16644.8953446043
13376.0,13376.0,17623.456049537996, 16574.913987658554
13477.0,13477.0,17707.373908916117, 16504.93263071281
13393.0,13393.0,17821.04182405725, 16434.951273767067
13609.0,13609.0,17964.27580174437, 16364.969916821317
13423.0,13423.0,18340.546270055565, 16225.007202929844
15138.0,15138.0,18842.0051726761, 15809.874453610737
500000.0,500000.0,12502.727993655826, 461186.6570071108
15209.0,15209.0,19480.51682080616, 15669.911739719248
16027.0,16027.0,20274.939212662728, 6669.84822352965
16254.0,16254.0,21252.986077986046, 10588.281427212913
19671.0,19671.0,22454.394543816758, 14506.714630896176
21997.0,21997.0,23936.16743477002, 18425.147834579442
27386.0,27386.0,25781.36620104546, 43051.29897578248
31722.0,31722.0,28114.38159003015, 42012.86952502694
60070.0,60070.0,31128.830693305714, 106050.55017812467
500000.0,500000.0,35142.028233938385, 459001.3162090397
500000.0,500000.0,40710.965061004754, 490714.26461251144
500000.0,500000.0,16160.776860285292, 492899.60541058256
500000.0,500000.0,500000.0, 523802.930199646
500000.0,500000.0,500000.0, 524894.8054204237
490026.0,490026.0,464677.12113231194, 528170.4310827568
210042.0,210042.0,233908.13594446811, 211763.01610211853
29359.0,29359.0,26220.28123812994, -28764.04088470643
18292.0,18292.0,14686.840830612022, -28286.54738982853
9372.0,9372.0,7779.308827646894, 5367.98386316077
5569.0,5569.0,5499.250062494792, 1672.0451364408352
4830.0,4830.0,5052.409318157643, 6240.868240347699
4268.0,4268.0,4760.053036560448, 6149.440952354932
500000.0,500000.0,500000.0, 465234.14402266976
4160.0,4160.0,4556.28965652962, 6058.013664362165
3999.0,3999.0,4408.198509361934, 5966.586376369399
3717.0,3717.0,4297.5152487463865, 5875.159088376632
3738.0,3738.0,4213.306355629612, 5783.731800383878
3733.0,3733.0,4148.639721937129, 5967.474547818731
3769.0,3769.0,4098.920323902829, 5876.047259825964
3883.0,3883.0,4060.9944614122705, 5784.619971833197
3832.0,3832.0,4032.638351284113, 5693.192683840431
3836.0,3836.0,4012.2517898149404, 5601.765395847664
3897.0,3897.0,3998.6672589960017, 5510.338107854897
500000.0,500000.0,500000.0, 463587.3902305374
4243.0,4243.0,3991.0270473669098, 5418.910819862145
4180.0,4180.0,3988.7020596938883, 5327.483531869379
4497.0,4497.0,3991.237102720762, 5236.056243876612
4600.0,4600.0,3998.313554028732, 5144.628955883845
4687.0,4687.0,4009.7238276374983, 5053.201667891079
4938.0,4938.0,4025.3541342409503, 4961.774379898312
5228.0,5228.0,4045.1733183127626, 4870.34709190556
5284.0,5284.0,4069.226377390808, 4778.919803912793
5997.0,5997.0,4097.63182238668, 4687.492515920027
6400.0,6400.0,4130.582435316162, 4596.06522792726
500000.0,500000.0,500000.0, 458647.12885414006
6425.0,6425.0,4168.349293873727, 4504.637939934493
7218.0,7218.0,4211.28921020714, 4413.210651941727
7653.0,7653.0,4314.616432137994, 4230.356075956208
8645.0,8645.0,4445.686900958466, 3772.3314645430532
11191.0,11191.0,4612.323780571342, 3589.47688855752
16034.0,16034.0,4826.59848673817, 19580.785750533312
20085.0,20085.0,5107.748892104889, 23179.27427644227
24185.0,24185.0,5488.039867109635, 26777.762802351226
30196.0,30196.0,6025.649415312826, 30376.25132826019
43626.0,43626.0,6836.784051353915, 123990.41077997764
500000.0,500000.0,500000.0, 450413.359893478
65432.0,65432.0,8191.495634914941, 156316.03377796436
271640.0,271640.0,10893.280632411084, 188641.65677595112
500000.0,500000.0,18878.53658536598, 461438.81171458063
500000.0,500000.0,500000.0, 493151.7601180524
500000.0,500000.0,500000.0, 525970.3209553235
500000.0,500000.0,500000.0, 527062.1961761012
500000.0,500000.0,500000.0, 530337.8218384343
339845.0,339845.0,332741.8941347156, 216026.2141841681
40270.0,40270.0,36276.83385145249, -23707.629947710167
23823.0,23823.0,19812.47477654105, -23230.13645283227
78222.0,78222.0,76822.7979606594, 146185.88363702226
13234.0,13234.0,9949.379263176537, 10424.39480015703
7781.0,7781.0,6689.392688903845, 4838.717408858144
6587.0,6587.0,6048.669786420973, 6715.909749413165
5945.0,5945.0,5628.30174543259, 6624.482461420398
5462.0,5462.0,5334.218137759493, 6533.055173427631
5097.0,5097.0,5119.411424000883, 6441.627885434879
4909.0,4909.0,4957.793609798628, 6350.200597442113
4645.0,4645.0,4833.739236949239, 6258.773309449346
4647.0,4647.0,4737.3325443937665, 6442.516056884198
4643.0,4643.0,4661.991419072193, 6351.088768891432
59165.0,59165.0,56516.584747285226, 135555.71779469485
43833.0,43833.0,40470.17566496471, 145501.13576519027
4558.0,4558.0,4603.188384434401, 6259.661480898665
4507.0,4507.0,4557.720171972858, 6168.234192905898
4441.0,4441.0,4523.269942427256, 6076.806904913146
4541.0,4541.0,4498.134204038116, 5985.37961692038
4580.0,4580.0,4481.046704628257, 5893.952328927613
4631.0,4631.0,4471.061692815799, 5802.525040934846
4839.0,4839.0,4467.474800161758, 5711.09775294208
5116.0,5116.0,4469.768522822348, 5619.670464949311
5157.0,5157.0,4477.574275041448, 5528.243176956559
5328.0,5328.0,4490.645946472133, 5436.8158889637925
23461.0,23461.0,18685.967719166154, 89876.82761392913
5578.0,5578.0,4508.841707927011, 5345.388600971026
5872.0,5872.0,4532.111957146663, 5253.961312978259
6313.0,6313.0,4560.492048389288, 5162.534024985493
6712.0,6712.0,4594.09896504819, 5071.106736992726
6958.0,6958.0,4633.131469070198, 4979.679448999959
7461.0,7461.0,4677.8735562604425, 4888.252161007207
8058.0,8058.0,4786.093466919871, 4705.397585021674
9200.0,9200.0,4923.094477407577, 4247.3729736085215
10360.0,10360.0,5095.474376319913, 4064.5183976230023
11535.0,11535.0,5313.143758411519, 19959.62399459213
14198.0,14198.0,11473.17334894157, 17505.40649852739
13628.0,13628.0,5591.204647861212, 23558.112520501087
16193.0,16193.0,5953.433761630484, 27156.601046410044
26142.0,26142.0,6439.155547557222, 30755.089572319
38955.0,38955.0,7118.028140781863, 117145.1721668775
57567.0,57567.0,8125.824549389015, 149470.79516486422
345472.0,345472.0,9766.69311119927, 181796.41816285095
453449.0,453449.0,12890.520646319592, 461354.76014542405
500000.0,500000.0,21110.37790639469, 493067.7085488958
12157.0,12157.0,10050.26704757173, 8616.07578567506
10151.0,10151.0,9113.408933664086, 8524.648497682294
9531.0,9531.0,8454.876354133263, 8433.221209689527
8670.0,8670.0,7970.848242475268, 8341.79392169676
7963.0,7963.0,7603.685612126526, 8250.366633703994
7663.0,7663.0,7318.844152287044, 8158.939345711228
7099.0,7099.0,7094.380368659612, 8342.68209314608
33457.0,33457.0,30125.210746745295, 134870.96992286286
7025.0,7025.0,6915.705091587646, 8251.254805153327
6929.0,6929.0,6772.758907904692, 8159.82751716056
6648.0,6648.0,6658.398622324145, 8068.400229167793
6572.0,6572.0,6567.42967597538, 7976.972941175027
6669.0,6669.0,6496.0019990004985, 7885.54565318226
6548.0,6548.0,6441.2197411666875, 7794.1183651894935
6593.0,6593.0,6400.881811098732, 7702.691077196727
6610.0,6610.0,6373.305151420323, 7611.263789203975
6450.0,6450.0,6357.201929703653, 7519.836501211208
6681.0,6681.0,6351.592831961409, 7428.409213218441
18421.0,18421.0,14311.838631191944, 85102.87070621752
6758.0,6758.0,6355.745155941362, 7336.981925225675
6955.0,6955.0,6369.128372354368, 7245.554637232908
6977.0,6977.0,6391.3823137616555, 7154.1273492401415
7596.0,7596.0,6422.294757665679, 7062.7000612473885
7833.0,7833.0,6461.786236270456, 6971.272773254622
7717.0,7717.0,6509.900635379038, 6879.845485261855
8305.0,8305.0,6566.80066502891, 6788.4181972690885
9301.0,9301.0,6708.205604582752, 6605.563621283555
10330.0,10330.0,6889.776357827476, 6147.5390098704165
11611.0,11611.0,7117.624842102588, 5964.684433884883
10992.0,10992.0,9078.887159064521, 11172.061953692773
11954.0,11954.0,7400.889619368136, 21474.976970827363
14996.0,14996.0,7752.941853926877, 25073.46549673632
18198.0,18198.0,8193.447293447296, 28671.954022645285
20824.0,20824.0,8751.968623520208, 32270.442548554234
22072.0,22072.0,9474.548088637188, 29499.24949477938
28732.0,28732.0,10436.527022472423, 34969.873864543304
59126.0,59126.0,11769.715043074884, 154415.46371045028
500000.0,500000.0,13726.870229007644, 461018.5538687977
500000.0,500000.0,16860.92332054327, 492731.5022722695
1847.0,1847.0,2625.015626953369, 62942.874197220735
10099.0,10099.0,8047.763009390649, 7665.992767544113
2223.0,2223.0,2625.0312578144535, 62943.261622182894
2293.0,2293.0,2625.0781738586616, 62944.42389706934
