10.0,1.0,2.0,1.0,671.2215487286517,669.2782153953183,1.9433333333333334,5338.823333333334,704.1,168.0,608.4,-1.0,-1.0E-6,1777.5,247.2,1325.1
10.0,1.0,3.0,2.0,681.9119747028531,679.9986413695198,1.9133333333333333,4746.243333333333,704.2,168.0,608.6,-1.0,-1.0E-6,2092.1,339.9,1368.4
10.0,1.0,5.0,4.0,707.9470960347185,705.5304293680518,2.4166666666666665,3533.24,704.3,168.0,609.1,-1.0,-1.0E-6,2856.9,533.0,1433.0
25.0,1.0,2.0,1.0,1329.6757938968694,1321.0357938968696,8.64,12145.52,944.4,288.0,968.32,-1.0,-1.0E-6,2159.16,258.88,1487.32
25.0,1.0,3.0,2.0,1274.8488014966865,1266.0021348300197,8.846666666666666,11148.123333333333,944.36,288.0,968.4,-1.0,-1.0E-6,2613.04,348.2,1508.8
25.0,1.0,5.0,4.0,1149.1585842582494,1139.8185842582495,9.34,9129.37,944.2,288.0,968.68,-1.0,-1.0E-6,3599.4,524.44,1547.56
2.0,1.0,2.0,1.0,769.7905736372383,769.5205736372383,0.27,0.0,576.0,103.0,0.0,-1.0,-1.0E-6,1119.5,129.5,0.0
2.0,1.0,3.0,1.0,770.8377469287273,770.5577469287273,0.28,0.0,576.0,103.0,0.0,-1.0,-1.0E-6,1112.5,129.0,0.0
2.0,1.0,5.0,1.0,817.0846264458779,816.8112931125446,0.2733333333333333,0.0,576.0,103.0,0.0,-1.0,-1.0E-6,1040.5,118.5,0.0
49.0,1.0,2.0,1.0,2056.5097214017624,2031.5063880684288,25.003333333333334,19463.47,1328.3061224489795,480.0,1544.530612244898,-1.0,-1.0E-6,2776.122448979592,240.28571428571428,1877.0
49.0,1.0,3.0,2.0,1895.2907535673803,1869.3440869007136,25.946666666666665,17527.6,1328.2857142857142,480.0,1544.6122448979593,-1.0,-1.0E-6,3469.469387755102,334.83673469387753,1978.8775510204082
49.0,1.0,5.0,4.0,1591.6371445520288,1565.6671445520287,25.97,14052.316666666668,1328.4489795918366,480.0,1544.8979591836735,-1.0,-1.0E-6,4947.448979591837,528.5510204081633,2151.816326530612
10.0,1.0,2.0,1.0,1842.1007895623302,1829.4207895623304,12.68,2929.3233333333333,704.4,168.0,608.6,-1.0,-1.0E-6,1832.5,244.8,1469.1
10.0,1.0,3.0,2.0,1601.4989415917123,1590.4589415917123,11.04,2225.4533333333334,704.1,168.0,608.7,-1.0,-1.0E-6,2297.8,350.7,1519.8
10.0,1.0,5.0,4.0,1305.2167422228067,1295.5334088894735,9.683333333333334,1292.9333333333334,704.2,168.0,609.5,-1.0,-1.0E-6,3141.5,530.0,1582.8
